epsilon,M,k2,k1,replication_factor,probagation_complexity,historical_synchronization_complexity
0.1,10000,78,8,64.1025641025641,143312711531.88693,440973.04404996714
0.1,10000,77,8,64.93506493506493,147030331023.78137,452501.2649687974
0.1,10000,76,8,65.78947368421052,150895278448.75342,464487.53462603875
0.1,10000,75,8,66.66666666666667,154915453155.5556,476956.4444444445
0.1,10000,74,8,67.56756756756756,159099291395.17892,489934.25858290726
0.1,10000,73,8,68.4931506849315,163455810726.21506,503449.0523550384
0.1,10000,72,8,69.44444444444444,167994658765.4321,517530.86419753084
0.1,10000,71,8,70.4225352112676,172726166776.43326,532211.8627256496
0.1,10000,70,9,71.42857142857143,157921252136.0544,547526.530612245
0.1,10000,69,9,72.46376811594203,162499791935.4011,563511.8672547784
0.1,10000,68,9,73.52941176470588,167281332902.72977,580207.6124567474
0.1,10000,67,9,74.6268656716418,172278070233.9051,597656.4936511472
0.1,10000,66,9,75.75757575757575,177503129297.01047,615904.4995408631
0.1,10000,65,9,76.92307692307692,182970652107.8238,635001.1834319526
0.1,10000,64,9,78.125,188695893333.3333,655000.0
0.1,10000,63,9,79.36507936507937,194695327042.35602,675958.6797682035
0.1,10000,62,9,80.64516129032258,200986765600.64743,697939.646201873
0.1,10000,61,9,81.9672131147541,207589492315.68576,721010.4810534803
0.1,10000,60,9,83.33333333333333,214524409679.01233,745244.4444444444
0.1,10000,59,9,84.7457627118644,221814205338.18506,770721.0571674805
0.1,10000,58,9,86.20689655172414,229483538263.97153,797526.7538644472
0.1,10000,57,9,87.71929824561404,237559247970.99963,825755.6171129579
0.1,10000,56,9,89.28571428571429,246070590113.37866,855510.2040816325
0.1,10000,55,9,90.9090909090909,255049502325.06885,886902.4793388429
0.1,10000,54,9,92.5925925925926,264530904825.4839,920054.8696844992
0.1,10000,53,10,94.33962264150944,247097736976.8601,955101.4595941617
0.1,10000,52,10,96.15384615384616,256642078295.85794,992189.349112426
0.1,10000,51,10,98.03921568627452,266752332278.35446,1031480.1999231065
0.1,10000,50,10,100.0,277474181120.0,1073152.0
0.1,10000,49,10,102.04081632653062,288858013054.56055,1117401.0828821324
0.1,10000,48,10,104.16666666666667,300959516444.4444,1164444.4444444445
0.1,10000,47,10,106.38297872340425,313840363255.77185,1214522.408329561
0.1,10000,46,10,108.69565217391305,327568997625.7089,1267901.7013232512
0.1,10000,45,10,111.11111111111111,342221548404.9383,1324879.012345679
0.1,10000,44,10,113.63636363636364,357882888462.81,1385785.1239669423
0.1,10000,43,10,116.27906976744185,374647868365.603,1450989.72417523
0.1,10000,42,10,119.04761904761905,392622758022.67584,1520907.029478458
0.1,10000,41,10,121.95121951219512,411926937356.3356,1596002.3795359905
0.1,10000,40,10,125.0,432694886400.00006,1676800.0000000002
0.1,10000,39,11,128.2051282051282,413707760913.2748,1763892.1761998686
0.1,10000,38,11,131.57894736842104,435681875678.6703,1857950.138504155
0.1,10000,37,11,135.13513513513513,459459278751.57715,1959737.034331629
0.1,10000,36,11,138.88888888888889,485242960448.9338,2070123.4567901234
0.1,10000,35,11,142.85714285714286,513265306834.8794,2190106.12244898
0.1,10000,34,11,147.05882352941177,543793360729.78925,2320830.44982699
0.1,10000,33,11,151.5151515151515,577135214999.5825,2463617.9981634524
0.1,10000,32,11,156.25,613647825454.5455,2620000.0
0.1,10000,31,11,161.29032258064515,653746615396.8403,2791758.584807492
0.1,10000,30,11,166.66666666666666,697917357252.5253,2980977.7777777775
0.1,10000,29,11,172.41379310344828,746730969867.0415,3190107.015457789
0.1,10000,28,11,178.57142857142858,800862078812.6158,3422040.81632653
0.1,10000,27,12,185.1851851851852,789353101636.9454,3680219.478737997
0.1,10000,26,12,192.30769230769232,851070919447.7318,3968757.396449704
0.1,10000,25,12,200.0,920335155200.0,4292608.0
0.1,10000,24,12,208.33333333333334,998428823703.7036,4657777.777777778
0.1,10000,23,12,217.3913043478261,1086919721940.7686,5071606.805293005
0.1,10000,22,12,227.27272727272728,1187739800330.5789,5543140.495867769
0.1,10000,21,12,238.0952380952381,1303291595948.6018,6083628.117913832
0.1,10000,20,12,250.0,1436592810666.667,6707200.000000001
0.1,10000,19,12,263.1578947368421,1591475497839.335,7431800.55401662
0.1,10000,18,12,277.77777777777777,1772864769053.498,8280493.8271604935
0.1,10000,17,13,294.11764705882354,1834315833782.2732,9283321.79930796
0.1,10000,16,13,312.5,2070357858461.5388,10480000.0
0.1,10000,15,13,333.3333333333333,2355137544752.136,11923911.11111111
0.1,10000,14,13,357.14285714285717,2703062670266.8755,13688163.26530612
0.1,10000,13,13,384.61538461538464,3134287687428.3115,15875029.585798817
0.1,10000,12,13,416.6666666666667,3677701076239.3164,18631111.111111112
0.1,10000,11,13,454.54545454545456,4375894965136.682,22172561.983471077
0.1,10000,10,13,500.0,5293776265846.154,26828800.000000004
0.1,10000,9,13,555.5555555555555,6534221757872.744,33121975.308641974
0.1,10000,8,14,625.0,7677636022857.144,41920000.0
0.1,10000,7,14,714.2857142857143,10025930381807.582,54752653.06122448
0.1,10000,6,14,833.3333333333334,13643679776507.936,74524444.44444445
0.1,10000,5,14,1000.0,19642974208000.004,107315200.00000001
0.1,10000,4,14,1250.0,30686014902857.15,167680000.0
0.1,10000,3,14,1666.6666666666667,54542013521269.84,298097777.7777778
0.1,10000,2,14,2500.0,122695001234285.73,670720000.0
0.1,10000,1,14,5000.0,490681888182857.2,2682880000.0
